,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,utt_id,session,emotion,valence,arousal,dominance,start,end,mfcc_path
1592,1592,1592,1592,1592,1592,1592,2150,Ses02M_script01_3_F009,Session2,hap,4.0,3.5,3.5,75.8028,80.5934,mfcc_regression/Ses02M_script01_3_F009.npy
1593,1593,1593,1593,1593,1593,1593,2151,Ses02M_script01_3_F012,Session2,hap,4.0,3.0,3.0,124.4235,128.2083,mfcc_regression/Ses02M_script01_3_F012.npy
1594,1594,1594,1594,1594,1594,1594,2152,Ses02M_script01_3_F013,Session2,hap,4.0,3.0,3.5,129.5846,131.7814,mfcc_regression/Ses02M_script01_3_F013.npy
1595,1595,1595,1595,1595,1595,1595,2153,Ses02M_script01_3_F019,Session2,sad,2.0,2.5,3.5,182.4666,192.0214,mfcc_regression/Ses02M_script01_3_F019.npy
1596,1596,1596,1596,1596,1596,1596,2154,Ses02M_script01_3_F021,Session2,sad,2.0,2.0,3.5,202.2113,206.0226,mfcc_regression/Ses02M_script01_3_F021.npy
1597,1597,1597,1597,1597,1597,1597,2155,Ses02M_script01_3_F025,Session2,sad,2.5,2.5,3.5,359.3486,362.8688,mfcc_regression/Ses02M_script01_3_F025.npy
1598,1598,1598,1598,1598,1598,1598,2156,Ses02M_script01_3_F026,Session2,sad,2.0,3.5,4.5,365.3567,374.8585,mfcc_regression/Ses02M_script01_3_F026.npy
1599,1599,1599,1599,1599,1599,1599,2157,Ses02M_script01_3_F027,Session2,sad,2.5,4.0,4.0,374.9644,383.4604,mfcc_regression/Ses02M_script01_3_F027.npy
1600,1600,1600,1600,1600,1600,1600,2158,Ses02M_script01_3_F028,Session2,hap,4.0,3.5,4.0,387.7482,391.1095,mfcc_regression/Ses02M_script01_3_F028.npy
1601,1601,1601,1601,1601,1601,1601,2159,Ses02M_script01_3_M000,Session2,hap,4.0,2.5,3.0,9.346,12.5191,mfcc_regression/Ses02M_script01_3_M000.npy
1602,1602,1602,1602,1602,1602,1602,2162,Ses02M_script01_3_M010,Session2,hap,4.0,4.0,4.0,94.0653,104.2024,mfcc_regression/Ses02M_script01_3_M010.npy
1603,1603,1603,1603,1603,1603,1603,2164,Ses02M_script01_3_M014,Session2,hap,4.0,3.5,3.5,127.0438,130.5904,mfcc_regression/Ses02M_script01_3_M014.npy
1604,1604,1604,1604,1604,1604,1604,2165,Ses02M_script01_3_M015,Session2,hap,3.5,3.0,3.5,131.9138,134.7458,mfcc_regression/Ses02M_script01_3_M015.npy
1605,1605,1605,1605,1605,1605,1605,2166,Ses02M_script01_3_M020,Session2,sad,3.0,3.5,3.5,172.5943,176.9085,mfcc_regression/Ses02M_script01_3_M020.npy
1606,1606,1606,1606,1606,1606,1606,2167,Ses02M_script01_3_M021,Session2,sad,2.0,2.5,2.5,179.6875,183.1283,mfcc_regression/Ses02M_script01_3_M021.npy
1607,1607,1607,1607,1607,1607,1607,2168,Ses02M_script01_3_M022,Session2,sad,2.5,3.0,3.0,190.9891,196.812,mfcc_regression/Ses02M_script01_3_M022.npy
1608,1608,1608,1608,1608,1608,1608,2169,Ses02M_script01_3_M025,Session2,sad,2.0,2.0,3.0,216.345,220.2621,mfcc_regression/Ses02M_script01_3_M025.npy
1609,1609,1609,1609,1609,1609,1609,2170,Ses02M_script01_3_M026,Session2,sad,2.0,2.5,3.0,222.9618,226.0585,mfcc_regression/Ses02M_script01_3_M026.npy
1610,1610,1610,1610,1610,1610,1610,2171,Ses02M_script01_3_M027,Session2,sad,2.0,3.0,3.5,227.3025,234.5281,mfcc_regression/Ses02M_script01_3_M027.npy
1611,1611,1611,1611,1611,1611,1611,2172,Ses02M_script01_3_M028,Session2,sad,3.0,3.5,4.0,234.634,249.8263,mfcc_regression/Ses02M_script01_3_M028.npy
1612,1612,1612,1612,1612,1612,1612,2173,Ses02M_script01_3_M029,Session2,sad,2.0,3.5,4.5,249.9322,260.0957,mfcc_regression/Ses02M_script01_3_M029.npy
1613,1613,1613,1613,1613,1613,1613,2174,Ses02M_script01_3_M030,Session2,sad,2.0,3.0,4.5,260.1751,276.8495,mfcc_regression/Ses02M_script01_3_M030.npy
1614,1614,1614,1614,1614,1614,1614,2175,Ses02M_script01_3_M031,Session2,sad,2.5,4.0,4.5,276.929,289.3951,mfcc_regression/Ses02M_script01_3_M031.npy
1615,1615,1615,1615,1615,1615,1615,2176,Ses02M_script01_3_M032,Session2,sad,1.5,3.5,4.5,289.5539,310.0662,mfcc_regression/Ses02M_script01_3_M032.npy
1616,1616,1616,1616,1616,1616,1616,2177,Ses02M_script01_3_M033,Session2,sad,1.5,3.5,4.5,310.1721,332.6959,mfcc_regression/Ses02M_script01_3_M033.npy
1617,1617,1617,1617,1617,1617,1617,2178,Ses02M_script01_3_M034,Session2,sad,2.5,3.5,4.5,332.7753,346.009,mfcc_regression/Ses02M_script01_3_M034.npy
1618,1618,1618,1618,1618,1618,1618,2179,Ses02M_script01_3_M035,Session2,sad,2.5,2.5,4.5,346.0355,360.1426,mfcc_regression/Ses02M_script01_3_M035.npy
1619,1619,1619,1619,1619,1619,1619,2180,Ses02M_script01_3_M036,Session2,neu,3.0,2.5,3.5,363.054,366.5213,mfcc_regression/Ses02M_script01_3_M036.npy
1620,1620,1620,1620,1620,1620,1620,2185,Ses02M_script01_1_F015,Session2,neu,3.0,2.5,3.0,136.08,139.84,mfcc_regression/Ses02M_script01_1_F015.npy
1621,1621,1621,1621,1621,1621,1621,2187,Ses02M_script01_1_F018,Session2,neu,2.0,3.0,2.5,154.54,158.05,mfcc_regression/Ses02M_script01_1_F018.npy
1622,1622,1622,1622,1622,1622,1622,2189,Ses02M_script01_1_F021,Session2,neu,2.0,3.5,4.5,173.85,179.03,mfcc_regression/Ses02M_script01_1_F021.npy
1623,1623,1623,1623,1623,1623,1623,2191,Ses02M_script01_1_F023,Session2,neu,3.5,3.0,3.5,197.48,200.72,mfcc_regression/Ses02M_script01_1_F023.npy
1624,1624,1624,1624,1624,1624,1624,2193,Ses02M_script01_1_F025,Session2,neu,2.5,2.5,3.5,206.62,210.61,mfcc_regression/Ses02M_script01_1_F025.npy
1625,1625,1625,1625,1625,1625,1625,2194,Ses02M_script01_1_F026,Session2,ang,2.0,3.0,4.0,223.32,227.13,mfcc_regression/Ses02M_script01_1_F026.npy
1626,1626,1626,1626,1626,1626,1626,2195,Ses02M_script01_1_F027,Session2,ang,2.0,3.0,4.5,229.74,233.09,mfcc_regression/Ses02M_script01_1_F027.npy
1627,1627,1627,1627,1627,1627,1627,2199,Ses02M_script01_1_F032,Session2,ang,2.0,3.5,4.0,283.82,286.26,mfcc_regression/Ses02M_script01_1_F032.npy
1628,1628,1628,1628,1628,1628,1628,2200,Ses02M_script01_1_F033,Session2,ang,1.5,4.0,4.5,290.44,293.25,mfcc_regression/Ses02M_script01_1_F033.npy
1629,1629,1629,1629,1629,1629,1629,2201,Ses02M_script01_1_F034,Session2,ang,1.5,3.5,4.5,296.62,299.7,mfcc_regression/Ses02M_script01_1_F034.npy
1630,1630,1630,1630,1630,1630,1630,2202,Ses02M_script01_1_F035,Session2,ang,2.0,3.0,4.5,301.45,304.04,mfcc_regression/Ses02M_script01_1_F035.npy
1631,1631,1631,1631,1631,1631,1631,2203,Ses02M_script01_1_F036,Session2,ang,2.0,3.5,4.0,320.71,323.57,mfcc_regression/Ses02M_script01_1_F036.npy
1632,1632,1632,1632,1632,1632,1632,2204,Ses02M_script01_1_F037,Session2,ang,2.0,3.5,3.5,326.65,329.41,mfcc_regression/Ses02M_script01_1_F037.npy
1633,1633,1633,1633,1633,1633,1633,2207,Ses02M_script01_1_F041,Session2,sad,3.0,2.0,2.5,354.1,356.18,mfcc_regression/Ses02M_script01_1_F041.npy
1634,1634,1634,1634,1634,1634,1634,2208,Ses02M_script01_1_M003,Session2,sad,2.0,3.0,3.5,28.17,33.97,mfcc_regression/Ses02M_script01_1_M003.npy
1635,1635,1635,1635,1635,1635,1635,2209,Ses02M_script01_1_M004,Session2,sad,2.5,2.5,3.5,34.95,38.97,mfcc_regression/Ses02M_script01_1_M004.npy
1636,1636,1636,1636,1636,1636,1636,2210,Ses02M_script01_1_M005,Session2,sad,2.0,2.5,3.0,41.66,44.62,mfcc_regression/Ses02M_script01_1_M005.npy
1637,1637,1637,1637,1637,1637,1637,2214,Ses02M_script01_1_M012,Session2,ang,2.5,3.5,4.5,102.66,104.4424,mfcc_regression/Ses02M_script01_1_M012.npy
1638,1638,1638,1638,1638,1638,1638,2215,Ses02M_script01_1_M013,Session2,ang,1.5,4.0,4.5,106.0,111.17,mfcc_regression/Ses02M_script01_1_M013.npy
1639,1639,1639,1639,1639,1639,1639,2217,Ses02M_script01_1_M016,Session2,neu,3.0,2.5,3.5,129.32,133.2,mfcc_regression/Ses02M_script01_1_M016.npy
1640,1640,1640,1640,1640,1640,1640,2218,Ses02M_script01_1_M017,Session2,neu,3.0,2.5,4.0,134.91,136.32,mfcc_regression/Ses02M_script01_1_M017.npy
1641,1641,1641,1641,1641,1641,1641,2219,Ses02M_script01_1_M018,Session2,neu,3.0,2.5,3.5,140.67,143.1,mfcc_regression/Ses02M_script01_1_M018.npy
1642,1642,1642,1642,1642,1642,1642,2222,Ses02M_script01_1_M021,Session2,ang,2.5,3.5,3.5,156.49,159.32,mfcc_regression/Ses02M_script01_1_M021.npy
1643,1643,1643,1643,1643,1643,1643,2224,Ses02M_script01_1_M024,Session2,ang,1.5,3.5,4.5,186.36,198.37,mfcc_regression/Ses02M_script01_1_M024.npy
1644,1644,1644,1644,1644,1644,1644,2225,Ses02M_script01_1_M025,Session2,ang,1.5,4.0,5.0,199.88,201.62,mfcc_regression/Ses02M_script01_1_M025.npy
1645,1645,1645,1645,1645,1645,1645,2226,Ses02M_script01_1_M026,Session2,neu,2.5,2.5,3.0,204.46,206.85,mfcc_regression/Ses02M_script01_1_M026.npy
1646,1646,1646,1646,1646,1646,1646,2227,Ses02M_script01_1_M027,Session2,neu,2.0,3.5,3.5,210.19,215.67,mfcc_regression/Ses02M_script01_1_M027.npy
1647,1647,1647,1647,1647,1647,1647,2228,Ses02M_script01_1_M028,Session2,sad,2.0,3.5,4.5,215.81,223.11,mfcc_regression/Ses02M_script01_1_M028.npy
1648,1648,1648,1648,1648,1648,1648,2232,Ses02M_script01_1_M035,Session2,sad,2.0,3.0,4.0,279.67,284.37,mfcc_regression/Ses02M_script01_1_M035.npy
1649,1649,1649,1649,1649,1649,1649,2233,Ses02M_script01_1_M036,Session2,sad,2.0,3.0,4.0,285.92,290.93,mfcc_regression/Ses02M_script01_1_M036.npy
1650,1650,1650,1650,1650,1650,1650,2234,Ses02M_script01_1_M037,Session2,ang,1.5,3.5,4.5,292.82,297.17,mfcc_regression/Ses02M_script01_1_M037.npy
1651,1651,1651,1651,1651,1651,1651,2235,Ses02M_script01_1_M038,Session2,ang,2.0,3.0,4.5,298.96,302.69,mfcc_regression/Ses02M_script01_1_M038.npy
1652,1652,1652,1652,1652,1652,1652,2236,Ses02M_script01_1_M039,Session2,ang,1.5,4.0,5.0,302.99,310.24,mfcc_regression/Ses02M_script01_1_M039.npy
1653,1653,1653,1653,1653,1653,1653,2237,Ses02M_script01_1_M041,Session2,sad,3.0,2.5,3.5,323.69,326.52,mfcc_regression/Ses02M_script01_1_M041.npy
1654,1654,1654,1654,1654,1654,1654,2241,Ses02F_impro06_F000,Session2,sad,1.6667,2.0,2.0,10.31,15.4,mfcc_regression/Ses02F_impro06_F000.npy
1655,1655,1655,1655,1655,1655,1655,2242,Ses02F_impro06_F001,Session2,sad,1.3333,2.0,1.6667,21.15,23.86,mfcc_regression/Ses02F_impro06_F001.npy
1656,1656,1656,1656,1656,1656,1656,2243,Ses02F_impro06_F002,Session2,sad,1.6667,3.0,2.6667,25.52,32.26,mfcc_regression/Ses02F_impro06_F002.npy
1657,1657,1657,1657,1657,1657,1657,2244,Ses02F_impro06_F003,Session2,sad,1.3333,1.3333,1.6667,41.73,43.37,mfcc_regression/Ses02F_impro06_F003.npy
1658,1658,1658,1658,1658,1658,1658,2245,Ses02F_impro06_F004,Session2,sad,1.3333,2.6667,2.0,52.1888,54.6,mfcc_regression/Ses02F_impro06_F004.npy
1659,1659,1659,1659,1659,1659,1659,2246,Ses02F_impro06_F005,Session2,sad,1.6667,2.0,2.0,75.8818,78.68,mfcc_regression/Ses02F_impro06_F005.npy
1660,1660,1660,1660,1660,1660,1660,2247,Ses02F_impro06_F006,Session2,sad,2.0,2.6667,2.3333,82.16,88.2252,mfcc_regression/Ses02F_impro06_F006.npy
1661,1661,1661,1661,1661,1661,1661,2248,Ses02F_impro06_F007,Session2,sad,2.0,2.3333,2.0,107.03,113.82,mfcc_regression/Ses02F_impro06_F007.npy
1662,1662,1662,1662,1662,1662,1662,2249,Ses02F_impro06_F008,Session2,sad,2.0,2.6667,2.3333,114.3099,122.5338,mfcc_regression/Ses02F_impro06_F008.npy
1663,1663,1663,1663,1663,1663,1663,2250,Ses02F_impro06_F009,Session2,sad,2.6667,3.3333,2.6667,130.67,132.78,mfcc_regression/Ses02F_impro06_F009.npy
1664,1664,1664,1664,1664,1664,1664,2251,Ses02F_impro06_F010,Session2,sad,2.0,1.6667,1.6667,153.92,157.2495,mfcc_regression/Ses02F_impro06_F010.npy
1665,1665,1665,1665,1665,1665,1665,2252,Ses02F_impro06_F011,Session2,sad,1.3333,3.3333,2.0,172.77,174.93,mfcc_regression/Ses02F_impro06_F011.npy
1666,1666,1666,1666,1666,1666,1666,2253,Ses02F_impro06_F012,Session2,sad,1.3333,3.3333,2.3333,176.03,179.129,mfcc_regression/Ses02F_impro06_F012.npy
1667,1667,1667,1667,1667,1667,1667,2254,Ses02F_impro06_F013,Session2,sad,2.0,3.0,1.6667,185.34,191.3555,mfcc_regression/Ses02F_impro06_F013.npy
1668,1668,1668,1668,1668,1668,1668,2255,Ses02F_impro06_F014,Session2,sad,2.3333,1.6667,2.0,218.2176,219.4604,mfcc_regression/Ses02F_impro06_F014.npy
1669,1669,1669,1669,1669,1669,1669,2256,Ses02F_impro06_M000,Session2,neu,3.0,2.3333,1.6667,5.7967,8.0783,mfcc_regression/Ses02F_impro06_M000.npy
1670,1670,1670,1670,1670,1670,1670,2257,Ses02F_impro06_M001,Session2,neu,2.0,2.0,1.6667,15.7633,20.64,mfcc_regression/Ses02F_impro06_M001.npy
1671,1671,1671,1671,1671,1671,1671,2258,Ses02F_impro06_M002,Session2,neu,2.0,2.3333,2.3333,20.77,23.33,mfcc_regression/Ses02F_impro06_M002.npy
1672,1672,1672,1672,1672,1672,1672,2259,Ses02F_impro06_M003,Session2,neu,2.3333,2.3333,1.6667,24.56,25.89,mfcc_regression/Ses02F_impro06_M003.npy
1673,1673,1673,1673,1673,1673,1673,2260,Ses02F_impro06_M004,Session2,neu,2.3333,2.3333,2.3333,33.11,40.3,mfcc_regression/Ses02F_impro06_M004.npy
1674,1674,1674,1674,1674,1674,1674,2261,Ses02F_impro06_M005,Session2,neu,2.6667,2.0,2.6667,43.34,50.1,mfcc_regression/Ses02F_impro06_M005.npy
1675,1675,1675,1675,1675,1675,1675,2262,Ses02F_impro06_M006,Session2,neu,3.0,2.0,2.6667,55.58,57.9644,mfcc_regression/Ses02F_impro06_M006.npy
1676,1676,1676,1676,1676,1676,1676,2263,Ses02F_impro06_M007,Session2,neu,3.0,2.0,2.3333,59.12,68.5,mfcc_regression/Ses02F_impro06_M007.npy
1677,1677,1677,1677,1677,1677,1677,2264,Ses02F_impro06_M008,Session2,neu,2.6667,1.6667,2.0,70.82,76.17,mfcc_regression/Ses02F_impro06_M008.npy
1678,1678,1678,1678,1678,1678,1678,2265,Ses02F_impro06_M009,Session2,neu,2.6667,2.0,2.6667,88.4296,99.1347,mfcc_regression/Ses02F_impro06_M009.npy
1679,1679,1679,1679,1679,1679,1679,2266,Ses02F_impro06_M010,Session2,neu,2.6667,3.0,2.3333,100.7536,107.0617,mfcc_regression/Ses02F_impro06_M010.npy
1680,1680,1680,1680,1680,1680,1680,2267,Ses02F_impro06_M011,Session2,neu,3.3333,2.3333,2.6667,122.2578,130.86,mfcc_regression/Ses02F_impro06_M011.npy
1681,1681,1681,1681,1681,1681,1681,2268,Ses02F_impro06_M012,Session2,neu,3.0,2.3333,2.6667,132.59,138.25,mfcc_regression/Ses02F_impro06_M012.npy
1682,1682,1682,1682,1682,1682,1682,2269,Ses02F_impro06_M013,Session2,neu,2.6667,3.0,3.0,138.68,153.21,mfcc_regression/Ses02F_impro06_M013.npy
1683,1683,1683,1683,1683,1683,1683,2270,Ses02F_impro06_M014,Session2,neu,1.6667,2.0,2.0,158.59,160.82,mfcc_regression/Ses02F_impro06_M014.npy
1684,1684,1684,1684,1684,1684,1684,2271,Ses02F_impro06_M015,Session2,neu,2.6667,2.0,2.3333,164.25,172.35,mfcc_regression/Ses02F_impro06_M015.npy
1685,1685,1685,1685,1685,1685,1685,2272,Ses02F_impro06_M016,Session2,neu,3.0,3.0,3.0,175.43,177.5861,mfcc_regression/Ses02F_impro06_M016.npy
1686,1686,1686,1686,1686,1686,1686,2273,Ses02F_impro06_M017,Session2,neu,2.6667,2.0,2.6667,179.23,187.37,mfcc_regression/Ses02F_impro06_M017.npy
1687,1687,1687,1687,1687,1687,1687,2274,Ses02F_impro06_M018,Session2,neu,2.6667,2.3333,2.6667,196.5253,210.6666,mfcc_regression/Ses02F_impro06_M018.npy
1688,1688,1688,1688,1688,1688,1688,2275,Ses02F_impro06_M019,Session2,neu,2.3333,2.3333,2.6667,212.8076,217.7894,mfcc_regression/Ses02F_impro06_M019.npy
1689,1689,1689,1689,1689,1689,1689,2276,Ses02F_script02_1_F001,Session2,neu,2.0,2.5,3.0,39.39,40.57,mfcc_regression/Ses02F_script02_1_F001.npy
1690,1690,1690,1690,1690,1690,1690,2277,Ses02F_script02_1_F005,Session2,neu,3.0,2.0,2.5,72.69,73.97,mfcc_regression/Ses02F_script02_1_F005.npy
1691,1691,1691,1691,1691,1691,1691,2284,Ses02F_script02_1_F019,Session2,neu,2.5,3.0,3.0,212.71,214.93,mfcc_regression/Ses02F_script02_1_F019.npy
1692,1692,1692,1692,1692,1692,1692,2285,Ses02F_script02_1_F021,Session2,neu,3.5,2.0,3.0,287.68,289.17,mfcc_regression/Ses02F_script02_1_F021.npy
1693,1693,1693,1693,1693,1693,1693,2286,Ses02F_script02_1_M000,Session2,hap,3.5,3.0,3.5,5.29,8.89,mfcc_regression/Ses02F_script02_1_M000.npy
1694,1694,1694,1694,1694,1694,1694,2287,Ses02F_script02_1_M001,Session2,hap,4.0,3.5,4.0,8.9,13.03,mfcc_regression/Ses02F_script02_1_M001.npy
1695,1695,1695,1695,1695,1695,1695,2288,Ses02F_script02_1_M002,Session2,hap,3.0,3.5,3.5,13.07,19.18,mfcc_regression/Ses02F_script02_1_M002.npy
1696,1696,1696,1696,1696,1696,1696,2289,Ses02F_script02_1_M003,Session2,hap,4.0,3.0,3.5,19.22,20.31,mfcc_regression/Ses02F_script02_1_M003.npy
1697,1697,1697,1697,1697,1697,1697,2290,Ses02F_script02_1_M004,Session2,hap,3.0,2.5,3.5,21.4,26.65,mfcc_regression/Ses02F_script02_1_M004.npy
1698,1698,1698,1698,1698,1698,1698,2291,Ses02F_script02_1_M005,Session2,hap,4.0,3.5,3.5,26.69,31.43,mfcc_regression/Ses02F_script02_1_M005.npy
1699,1699,1699,1699,1699,1699,1699,2292,Ses02F_script02_1_M006,Session2,hap,3.0,4.0,4.0,31.47,39.69,mfcc_regression/Ses02F_script02_1_M006.npy
1700,1700,1700,1700,1700,1700,1700,2293,Ses02F_script02_1_M009,Session2,neu,2.5,2.5,2.0,49.01,50.5,mfcc_regression/Ses02F_script02_1_M009.npy
1701,1701,1701,1701,1701,1701,1701,2294,Ses02F_script02_1_M010,Session2,neu,3.5,3.5,4.0,55.37,62.4,mfcc_regression/Ses02F_script02_1_M010.npy
1702,1702,1702,1702,1702,1702,1702,2295,Ses02F_script02_1_M012,Session2,neu,3.0,3.0,3.5,68.15,72.9,mfcc_regression/Ses02F_script02_1_M012.npy
1703,1703,1703,1703,1703,1703,1703,2296,Ses02F_script02_1_M013,Session2,neu,4.0,3.5,4.0,74.16,79.71,mfcc_regression/Ses02F_script02_1_M013.npy
1704,1704,1704,1704,1704,1704,1704,2297,Ses02F_script02_1_M014,Session2,hap,4.0,3.0,4.0,80.27,85.85,mfcc_regression/Ses02F_script02_1_M014.npy
1705,1705,1705,1705,1705,1705,1705,2298,Ses02F_script02_1_M015,Session2,hap,4.0,4.0,4.0,85.9,91.25,mfcc_regression/Ses02F_script02_1_M015.npy
1706,1706,1706,1706,1706,1706,1706,2299,Ses02F_script02_1_M016,Session2,hap,3.0,3.0,4.5,93.45,98.21,mfcc_regression/Ses02F_script02_1_M016.npy
1707,1707,1707,1707,1707,1707,1707,2300,Ses02F_script02_1_M017,Session2,neu,2.5,3.5,3.0,100.6,102.03,mfcc_regression/Ses02F_script02_1_M017.npy
1708,1708,1708,1708,1708,1708,1708,2301,Ses02F_script02_1_M019,Session2,neu,3.5,2.5,2.5,113.3,114.19,mfcc_regression/Ses02F_script02_1_M019.npy
1709,1709,1709,1709,1709,1709,1709,2302,Ses02F_script02_1_M020,Session2,neu,3.5,2.5,3.0,115.1,116.6,mfcc_regression/Ses02F_script02_1_M020.npy
1710,1710,1710,1710,1710,1710,1710,2303,Ses02F_script02_1_M021,Session2,neu,2.5,3.0,4.0,117.83,124.59,mfcc_regression/Ses02F_script02_1_M021.npy
1711,1711,1711,1711,1711,1711,1711,2304,Ses02F_script02_1_M024,Session2,hap,4.0,3.5,4.0,136.89,143.85,mfcc_regression/Ses02F_script02_1_M024.npy
1712,1712,1712,1712,1712,1712,1712,2305,Ses02F_script02_1_M025,Session2,hap,3.5,4.0,4.0,149.67,159.0,mfcc_regression/Ses02F_script02_1_M025.npy
1713,1713,1713,1713,1713,1713,1713,2306,Ses02F_script02_1_M026,Session2,hap,3.0,3.5,4.5,159.05,162.01,mfcc_regression/Ses02F_script02_1_M026.npy
1714,1714,1714,1714,1714,1714,1714,2308,Ses02F_script02_1_M028,Session2,hap,3.5,3.5,4.0,171.23,179.63,mfcc_regression/Ses02F_script02_1_M028.npy
1715,1715,1715,1715,1715,1715,1715,2309,Ses02F_script02_1_M031,Session2,neu,2.5,4.0,4.0,190.28,194.78,mfcc_regression/Ses02F_script02_1_M031.npy
1716,1716,1716,1716,1716,1716,1716,2310,Ses02F_script02_1_M033,Session2,neu,2.5,3.0,3.0,211.43,213.08,mfcc_regression/Ses02F_script02_1_M033.npy
1717,1717,1717,1717,1717,1717,1717,2311,Ses02F_script02_1_M035,Session2,hap,2.5,3.5,3.5,220.63,225.08,mfcc_regression/Ses02F_script02_1_M035.npy
1718,1718,1718,1718,1718,1718,1718,2312,Ses02F_script02_1_M036,Session2,hap,4.0,4.0,4.0,225.14,233.26,mfcc_regression/Ses02F_script02_1_M036.npy
1719,1719,1719,1719,1719,1719,1719,2313,Ses02F_script02_1_M039,Session2,hap,3.5,4.0,4.5,247.17,261.54,mfcc_regression/Ses02F_script02_1_M039.npy
1720,1720,1720,1720,1720,1720,1720,2314,Ses02F_script02_1_M040,Session2,hap,3.5,3.5,4.5,261.74,271.7,mfcc_regression/Ses02F_script02_1_M040.npy
1721,1721,1721,1721,1721,1721,1721,2315,Ses02F_script02_1_M041,Session2,hap,4.0,3.5,4.5,271.71,280.18,mfcc_regression/Ses02F_script02_1_M041.npy
1722,1722,1722,1722,1722,1722,1722,2316,Ses02F_script02_1_M042,Session2,hap,4.0,4.0,3.5,280.21,284.64,mfcc_regression/Ses02F_script02_1_M042.npy
1723,1723,1723,1723,1723,1723,1723,2317,Ses02F_script02_1_M043,Session2,neu,3.0,3.0,3.0,285.95,287.87,mfcc_regression/Ses02F_script02_1_M043.npy
1724,1724,1724,1724,1724,1724,1724,2318,Ses02F_script02_1_M044,Session2,neu,3.0,3.0,3.0,288.8,290.29,mfcc_regression/Ses02F_script02_1_M044.npy
1725,1725,1725,1725,1725,1725,1725,2319,Ses02F_impro07_F001,Session2,hap,5.0,4.0,4.0,17.275,19.55,mfcc_regression/Ses02F_impro07_F001.npy
1726,1726,1726,1726,1726,1726,1726,2320,Ses02F_impro07_F002,Session2,hap,4.5,4.0,4.5,20.46,22.93,mfcc_regression/Ses02F_impro07_F002.npy
1727,1727,1727,1727,1727,1727,1727,2321,Ses02F_impro07_F003,Session2,hap,4.0,4.0,4.5,22.94,28.74,mfcc_regression/Ses02F_impro07_F003.npy
1728,1728,1728,1728,1728,1728,1728,2322,Ses02F_impro07_F004,Session2,hap,4.0,3.5,3.0,28.75,29.95,mfcc_regression/Ses02F_impro07_F004.npy
1729,1729,1729,1729,1729,1729,1729,2323,Ses02F_impro07_F005,Session2,hap,4.0,3.5,3.0,29.97,31.0789,mfcc_regression/Ses02F_impro07_F005.npy
1730,1730,1730,1730,1730,1730,1730,2324,Ses02F_impro07_F006,Session2,hap,5.0,4.0,3.5,31.0983,33.0,mfcc_regression/Ses02F_impro07_F006.npy
1731,1731,1731,1731,1731,1731,1731,2325,Ses02F_impro07_F007,Session2,hap,4.5,4.0,4.0,34.45,40.6076,mfcc_regression/Ses02F_impro07_F007.npy
1732,1732,1732,1732,1732,1732,1732,2326,Ses02F_impro07_F008,Session2,hap,4.5,4.0,4.5,40.63,48.35,mfcc_regression/Ses02F_impro07_F008.npy
1733,1733,1733,1733,1733,1733,1733,2327,Ses02F_impro07_F009,Session2,hap,4.0,4.5,4.5,48.37,52.63,mfcc_regression/Ses02F_impro07_F009.npy
1734,1734,1734,1734,1734,1734,1734,2328,Ses02F_impro07_F010,Session2,hap,3.5,4.0,4.5,52.63,57.8,mfcc_regression/Ses02F_impro07_F010.npy
1735,1735,1735,1735,1735,1735,1735,2329,Ses02F_impro07_F011,Session2,hap,4.0,4.0,4.5,57.81,65.93,mfcc_regression/Ses02F_impro07_F011.npy
1736,1736,1736,1736,1736,1736,1736,2330,Ses02F_impro07_F012,Session2,hap,4.0,3.0,4.0,65.94,71.19,mfcc_regression/Ses02F_impro07_F012.npy
1737,1737,1737,1737,1737,1737,1737,2331,Ses02F_impro07_F013,Session2,hap,4.0,3.5,3.5,71.2,74.5,mfcc_regression/Ses02F_impro07_F013.npy
1738,1738,1738,1738,1738,1738,1738,2332,Ses02F_impro07_F014,Session2,hap,3.0,3.5,4.0,77.31,83.57,mfcc_regression/Ses02F_impro07_F014.npy
1739,1739,1739,1739,1739,1739,1739,2333,Ses02F_impro07_F015,Session2,hap,4.0,3.5,4.5,83.58,87.53,mfcc_regression/Ses02F_impro07_F015.npy
1740,1740,1740,1740,1740,1740,1740,2334,Ses02F_impro07_F016,Session2,hap,3.5,3.0,4.0,87.54,89.98,mfcc_regression/Ses02F_impro07_F016.npy
1741,1741,1741,1741,1741,1741,1741,2335,Ses02F_impro07_F017,Session2,hap,3.5,3.0,4.0,90.0,96.9445,mfcc_regression/Ses02F_impro07_F017.npy
1742,1742,1742,1742,1742,1742,1742,2336,Ses02F_impro07_F018,Session2,hap,4.5,4.0,4.5,100.0166,111.3549,mfcc_regression/Ses02F_impro07_F018.npy
1743,1743,1743,1743,1743,1743,1743,2337,Ses02F_impro07_F019,Session2,hap,4.0,3.0,4.0,111.95,121.29,mfcc_regression/Ses02F_impro07_F019.npy
1744,1744,1744,1744,1744,1744,1744,2338,Ses02F_impro07_F020,Session2,hap,4.0,3.5,3.5,121.3,123.8909,mfcc_regression/Ses02F_impro07_F020.npy
